Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Number Of Products,Has Cr Card,Is Active Member,Estimated Salary,Exited
Chukwumaobim,628,France,Female,29,9,71996.29,1,yes,yes,34857.46,no
Boyle,528,France,Female,32,4,85615.66,2,yes,no,156192.43,no
Scott,432,France,Female,27,6,62339.81,2,no,no,53874.67,no
Johnstone,622,Spain,Female,47,6,142319.03,1,no,no,100183.05,no
Alvares,721,France,Male,54,5,0,2,yes,yes,4493.12,no
McDavid,614,Spain,Male,36,5,0,2,yes,no,130610.78,no
Dellucci,634,France,Female,24,2,87413.19,1,yes,no,63340.65,no
Brothers,742,France,Female,29,4,0,2,yes,yes,180066.59,no
Sanders,516,France,Female,45,4,0,1,yes,no,95273.73,yes
Morrison,718,France,Male,35,3,97560.16,1,yes,yes,53511.74,no
Molle,636,Germany,Male,30,8,141787.31,2,yes,yes,109685.61,no
Genovese,691,Spain,Male,36,7,129934.64,1,no,no,75664.56,yes
Zetticci,698,France,Female,37,2,166178.02,2,yes,yes,71972.95,no
Hsueh,712,Spain,Female,39,5,163097.55,2,yes,yes,23702.42,no
Alexander,659,France,Male,20,8,0,2,no,no,112572.02,no
Muravyova,573,Spain,Male,44,8,0,2,no,no,62424.46,no
Wright,778,Germany,Female,35,1,151958.19,3,yes,yes,131238.37,yes
Calabresi,732,France,Male,46,0,0,2,yes,yes,184350.78,no
Johnson,550,Germany,Male,33,4,118400.91,1,no,yes,13999.64,yes
Lucchesi,790,Spain,Male,20,8,0,2,yes,no,168152.76,no
Galgano,665,Germany,Female,43,2,116322.27,4,yes,no,35640.12,yes
Grigoryeva,728,Spain,Female,43,5,0,1,yes,yes,120088.17,no
Raymond,645,Spain,Female,29,4,0,2,yes,yes,74346.11,no
Paterson,647,Germany,Male,30,6,143138.91,2,yes,no,2955.46,no
Genovese,596,Spain,Male,32,4,0,2,no,yes,146504.35,no
Martin,610,France,Male,40,9,0,1,yes,yes,149602.54,no
Moretti,512,France,Male,36,0,129804.17,1,yes,no,53020.9,no
Leckie,768,Germany,Male,37,9,108308.11,1,yes,no,41788.25,yes
Lane,666,Germany,Male,30,3,110153.27,1,no,yes,74849.46,no
Brodney,700,Germany,Female,30,4,116377.48,1,yes,yes,134417.31,no
Angelo,651,Germany,Female,37,10,117791.06,2,yes,yes,75837.58,no
Millar,542,Spain,Female,26,2,0,2,yes,yes,54869.54,no
Balashov,686,France,Female,35,8,105419.73,1,yes,no,35356.46,no
Afanasyev,850,Germany,Female,47,4,99219.47,2,yes,yes,122141.13,no
Chialuka,658,Germany,Female,55,8,119327.93,1,no,yes,119439.66,no
Yermolayev,448,France,Female,36,6,83947.12,2,yes,no,81999.53,no
Tien,609,Spain,Male,32,4,99883.16,1,yes,yes,120594.85,no
Lucchesi,704,France,Male,50,4,165438.26,1,yes,no,120770.75,yes
Lai,698,France,Male,31,1,156111.24,1,no,no,134790.74,no
Bates,759,France,Male,44,2,111095.58,2,yes,no,100137.7,no
Saunders,677,France,Female,56,0,119963.45,1,no,no,158325.87,yes
Chukwuemeka,544,Spain,Male,22,4,0,2,yes,no,70007.67,no
Meagher,567,Spain,Male,35,8,153137.74,1,yes,no,88659.07,no
Golubeva,490,Spain,Male,40,6,156111.08,1,no,no,190889.13,no
Collier,626,France,Male,34,7,113014.7,2,yes,yes,56646.28,no
Chan,718,Germany,Male,43,5,132615.73,2,yes,no,32999.1,no
Chen,616,France,Male,44,5,102016.38,1,no,yes,178235.37,yes
Wright,772,France,Female,35,9,0,1,no,yes,25448.31,no
Cocci,561,France,Male,32,5,0,2,yes,no,84871.99,no
Williams,814,France,Male,49,8,0,2,no,no,157822.54,no
McGuffog,651,France,Female,56,4,0,1,no,no,84383.22,yes
Chukwujamuike,538,Germany,Female,42,4,80380.24,1,yes,no,119216.46,no
Scott,600,France,Female,26,6,108909.12,1,yes,no,82547.01,no
Bell,654,France,Female,35,2,90865.8,1,yes,yes,86764.46,no
Olisaemeka,622,France,Male,40,4,99799.76,2,yes,no,197372.13,no
Napolitani,682,France,Male,28,10,200724.96,1,no,yes,82872.64,yes
Sargood,610,Spain,Female,37,10,140363.95,2,yes,yes,129563.86,no
Harrington,795,France,Female,36,1,151844.64,1,yes,yes,135388.89,no
Sutherland,557,France,Female,27,2,0,2,no,yes,4497.55,no
Allan,824,Germany,Male,49,8,133231.48,1,yes,yes,67885.37,no
Folliero,698,France,Male,27,7,0,2,yes,no,111471.55,no
Mordvinova,630,France,Female,36,8,126598.99,2,yes,yes,134407.93,no
Schofield,609,Germany,Female,71,6,113317.1,1,yes,no,108258.22,yes
Williams,694,France,Male,47,4,0,2,yes,no,197528.62,no
Baird,681,France,Female,58,8,93173.88,1,yes,yes,139761.25,no
Whitehouse,721,Spain,Female,32,10,0,1,yes,no,136119.96,yes
Thompson,563,Germany,Male,44,7,105007.31,2,yes,yes,197812.16,no
Ogochukwu,654,Spain,Female,32,2,0,1,yes,yes,51972.92,yes
Niu,659,Spain,Male,27,4,0,2,yes,no,99341.87,no
Okoli,674,Germany,Female,44,4,131593.85,1,no,yes,171345.02,yes
Lorenzen,576,Germany,Male,44,9,119530.52,1,yes,no,119056.68,yes
Okechukwu,566,Germany,Male,54,4,118614.6,2,yes,yes,172601.62,no
Anderson,545,Germany,Male,37,9,95829.13,2,no,yes,104936.88,no
Ku,798,France,Male,36,1,0,2,yes,yes,159044.1,no
Kung,757,France,Male,38,0,0,1,yes,no,83263.06,no
Lu,641,France,Male,50,6,153590.73,2,yes,yes,130910.78,no
Trevisano,718,France,Male,29,2,0,1,yes,no,126336.72,no
Onwubiko,699,France,Male,64,9,113109.52,1,yes,no,27980.8,yes
Vidler,623,France,Female,35,0,130557.24,1,yes,yes,47880.71,no
Shen,644,France,Male,40,8,93183.19,1,yes,no,73882.49,no
McGregor,586,France,Male,58,7,151933.63,1,yes,no,162960.05,yes
Nnamdi,500,Germany,Male,30,2,125495.64,2,yes,yes,68807.47,no
Castiglione,583,France,Female,42,7,0,2,yes,no,144039.05,no
Bergamaschi,595,Germany,Female,26,8,118547.72,1,yes,yes,151192.18,no
Allingham,670,Spain,Male,43,1,97792.21,1,no,no,120225.62,no
Stelzer,610,France,Male,41,6,0,3,no,no,56118.81,yes
Rubin,814,Spain,Female,72,2,0,2,no,yes,130853.03,no
Ho,660,France,Female,40,8,167181.01,1,yes,yes,185156.94,no
Watson,580,Germany,Male,35,9,121355.19,1,no,yes,35671.45,no
Perry,850,France,Female,81,1,0,2,yes,yes,59568.24,no
Sun,676,Spain,Male,35,0,0,2,no,no,139911.58,no
Harrell,578,France,Male,46,5,113226.47,1,yes,no,56770.76,no
Robson,579,France,Female,33,1,118392.75,1,yes,yes,157564.75,no
Wilson,711,Germany,Female,52,8,145262.54,1,no,yes,131473.31,no
Kelechi,692,France,Male,40,6,163505.16,1,no,no,90424.09,no
Bates,760,Spain,Female,33,1,118114.28,2,no,yes,156660.21,no
Eberegbulam,630,Germany,Female,51,0,108449.23,3,no,no,88372.69,yes
Olisaemeka,808,France,Male,32,1,0,2,yes,yes,46200.71,no
Davey,611,Germany,Female,36,10,103294.56,1,yes,no,160548.12,no
De Luca,697,France,Female,42,1,0,1,yes,no,1262.83,yes
Ho,655,France,Female,38,6,0,1,yes,yes,188639.28,no
Vasiliev,601,Spain,Male,28,6,0,2,yes,no,14665.28,no
Smith,755,France,Male,42,2,119919.12,1,yes,no,156868.21,no
Sung,553,France,Male,37,1,0,1,yes,no,30461.55,no
White,723,France,Male,28,4,0,2,yes,yes,123885.88,no
Wang,507,Spain,Female,34,4,0,2,yes,yes,60688.38,no
Davide,777,France,Male,43,1,0,2,yes,no,21785.91,no
Nnamdi,566,France,Male,34,3,0,1,no,no,188135.69,no
Welsh,732,France,Male,26,7,0,2,yes,no,154364.66,no
Sousa,697,France,Female,42,10,0,2,yes,no,61312.15,no
Andrews,555,France,Male,29,4,128744.04,1,yes,yes,47454.93,no
Chiawuotu,584,Germany,Female,62,9,137727.34,2,no,yes,121102.9,no
Thomson,705,Germany,Female,44,10,106731.58,1,yes,no,137419.87,yes
Carpenter,688,France,Female,38,7,123544.21,1,yes,yes,157664.02,no
Yefimova,626,France,Female,37,2,133968.96,2,yes,no,148689.65,no
Ma,636,Spain,Male,76,9,126534.6,1,yes,yes,39789.62,no
Black,719,Spain,Female,35,8,0,1,yes,yes,165162.4,no
Obijiaku,706,Spain,Male,30,6,87609.68,2,no,no,137674.55,yes
King,731,Spain,Male,41,3,0,2,yes,no,101371.72,no
Miller,738,Spain,Male,49,3,0,3,yes,yes,65066.48,yes
Chin,426,France,Male,34,9,0,2,yes,no,107876.91,no
Cox,622,Spain,Female,36,0,108960,2,yes,no,111180.3,yes
Wallace,701,Spain,Female,30,2,0,2,yes,no,115650.63,no
Price,512,France,Male,51,6,144953.31,1,yes,yes,165035.17,no
Yuan,635,France,Male,41,4,103544.88,2,yes,no,193746.55,no
Mullen,685,France,Male,33,6,0,1,yes,no,58458.26,no
Howell,609,France,Male,53,7,0,2,no,yes,52332.85,no
McIntosh,598,Germany,Male,38,1,101487.18,1,yes,yes,75959.1,yes
Clifton,708,France,Male,52,10,105355.81,1,yes,no,123.07,yes
Okwuoma,574,Spain,Male,36,4,77967.5,1,yes,no,167066.95,yes
Chidiebere,629,France,Male,44,5,0,4,no,no,117572.59,yes
Fan,422,Spain,Female,54,4,0,2,yes,yes,7166.71,no
Onyemauchechukwu,656,Spain,Male,28,8,120047.77,1,yes,yes,137173.39,no
Harker,697,France,Male,32,7,175464.85,3,yes,no,116442.42,yes
Bolton,718,France,Male,52,8,79475.3,3,yes,yes,32421.32,yes
Lazarev,586,Germany,Male,37,8,167735.69,2,no,yes,104665.79,no
Alexeyeva,481,Spain,Female,37,8,0,2,yes,no,44215.86,no
Stevens,749,France,Female,33,1,74385.98,1,yes,no,20164.47,no
Glover,561,Germany,Male,49,5,94754,1,yes,yes,26691.31,no
Ibekwe,676,Spain,Male,27,4,0,1,no,yes,107955.67,no
Paterson,615,Germany,Male,43,3,86920.86,1,yes,yes,150048.37,no
Marsh,582,France,Female,39,1,132077.48,2,yes,no,192255.15,no
Reeves,601,France,Male,40,10,127847.86,1,no,no,173245.68,no
Rees,708,France,Male,34,3,0,1,no,yes,121457.88,yes
Hanson,708,Germany,Male,42,9,176702.36,2,yes,yes,104804.74,no
Onwughara,797,Germany,Female,33,10,83555.58,1,no,no,69767.14,no
Odinakachukwu,682,France,Male,26,8,0,2,yes,no,178373.43,no
Huang,694,Spain,Female,39,9,0,2,no,no,99924.04,no
Trevisani,490,France,Female,40,1,0,1,yes,yes,49594.19,yes
Dale,828,Spain,Male,42,10,0,1,yes,yes,186071.14,no
Pavlova,594,Spain,Female,38,7,96858.35,1,yes,no,77511.45,no
Meng,579,Spain,Male,33,1,0,2,yes,yes,54816.57,no
Dean,723,France,Female,35,0,0,2,no,yes,61290.99,no
Chiganu,619,Germany,Female,42,8,132796.04,3,yes,yes,191821.35,yes
Lung,794,Spain,Female,30,1,154970.54,1,no,yes,156768.45,no
Donaldson,674,Germany,Male,44,3,88902.21,1,yes,no,73731.32,no
Li Fonti,418,France,Male,28,7,98738.92,1,yes,no,122190.22,no
Izmailova,502,France,Male,33,8,0,2,yes,yes,123509.01,no
Walker,678,France,Female,50,6,0,1,yes,no,8199.5,no
Nnonso,599,Germany,Male,40,10,137456.28,2,yes,yes,14113.11,no
Stevenson,736,France,Male,29,4,0,2,no,no,51705.01,no
Schnaars,430,France,Female,60,7,73937.02,1,yes,no,161937.62,yes
Geoghegan,537,France,Female,45,7,158621.04,1,yes,no,120892.96,yes
Ilyina,683,Spain,Male,30,1,113257.2,1,yes,yes,65035.02,no
Muir,828,France,Male,31,9,0,1,no,yes,164257.37,no
Gardener,691,France,Female,29,9,116536.43,1,yes,no,51987.99,no
Chidi,608,Spain,Female,28,4,0,2,yes,no,10899.63,yes
Fu,691,France,Female,60,6,101070.69,1,yes,no,177355.8,yes
Sun,718,Spain,Male,39,6,0,2,no,yes,63889.1,no
Ting,680,Germany,Female,31,3,127331.46,3,yes,yes,176433.6,no
Ashton,838,Spain,Female,41,5,0,2,yes,no,81313.51,no
Uwakwe,695,Spain,Female,31,5,0,2,no,yes,13998.88,no
Vassiliev,681,France,Male,46,0,105969.42,1,yes,no,5771.56,no
Kazakova,762,France,Male,36,5,119547.46,1,yes,yes,42693.65,no
Perry,751,Spain,Male,38,7,0,2,no,no,90839.61,no
Howell,678,Spain,Male,28,5,138668.18,1,yes,yes,54144.01,no
Ricci,634,France,Female,37,7,51582.5,2,yes,yes,184312.88,no
Smith,749,France,Male,37,7,0,2,yes,no,20306.79,no
Rossi,590,Spain,Male,37,6,169902.92,1,yes,yes,128256.18,no
Jones,610,France,Female,27,4,87262.4,2,yes,no,182720.07,no
Quezada,502,France,Male,33,7,0,2,no,yes,4082.52,no
McCulloch,578,France,Female,40,7,0,2,no,no,102233.73,no
Tobeolisa,547,France,Female,32,2,0,2,yes,no,132002.83,no
Black,579,France,Female,27,9,0,2,yes,no,126838.7,no
Fraser,661,France,Male,39,5,0,2,no,no,181461.46,no
Green,794,France,Male,46,6,0,2,yes,no,195325.74,no
Allan,719,France,Male,61,5,0,2,no,yes,29132.43,no
Akudinobi,728,France,Female,69,1,0,2,yes,yes,131804.86,no
Walker,598,Germany,Male,19,3,150348.37,1,yes,yes,173784.04,no
Olisaemeka,822,Germany,Female,46,3,115074.02,2,yes,no,26249.86,no
Arcuri,670,Spain,Female,40,3,0,1,yes,yes,182650.15,no
Liu,850,France,Male,28,8,99986.98,1,yes,no,196582.55,no
Flemming,723,Germany,Female,68,3,110357,1,no,no,141977.54,yes
Bischof,705,Germany,Male,42,8,166685.92,2,yes,yes,55313.51,no
John,677,Spain,Male,40,7,95312.8,1,yes,yes,62944.75,no
Sinnett,736,France,Male,43,4,202443.47,1,yes,no,72375.03,no
Ts'ui,661,Germany,Female,47,0,109493.62,1,no,no,188324.01,yes
Pokrovsky,501,Germany,Male,38,9,88977.39,2,no,yes,133403.07,no
Azarov,516,France,Female,29,2,104982.57,1,yes,no,157378.5,no
McCarthy,517,Germany,Female,59,8,154110.99,2,yes,no,101240.08,yes
Simpson,766,France,Male,32,6,185714.28,1,yes,yes,102502.5,no
Stevenson,520,Germany,Female,23,3,116022.53,2,yes,yes,37577.66,no
Moore,541,France,Male,46,6,0,2,yes,yes,83456.67,no
Chill,790,Germany,Female,34,2,164011.48,1,yes,no,199420.41,no
Moore,797,France,Male,31,9,0,2,yes,yes,24748.89,no
Su,811,France,Male,40,1,101514.89,1,yes,yes,121765,no
Rees,722,Spain,Female,32,4,0,2,yes,yes,113666.48,no
Lung,675,France,Male,28,9,0,1,yes,no,134110.93,no
Thomas,660,Germany,Male,39,9,134599.33,2,yes,no,183095.87,no
Fuller,566,Spain,Male,32,10,147511.26,1,yes,yes,159891.03,no
Trevisani,768,France,Male,25,0,78396.08,1,yes,yes,8316.19,no
Dumolo,610,Spain,Female,31,5,0,2,no,no,63736.36,no
Wu,715,France,Female,31,3,110581.29,1,yes,yes,94715.24,no
Kerr,750,Germany,Male,42,8,151836.36,2,yes,no,68695.38,no
Geoghegan,431,Germany,Male,45,5,83624.55,2,no,no,36899.62,no
Bailey,704,France,Male,24,2,148197.15,2,yes,no,182775.08,no
Hsia,535,Spain,Female,30,5,122924.75,1,no,no,62390.59,yes
Holden,614,France,Female,38,4,72594,1,yes,yes,76042.48,no
Milani,748,France,Male,38,4,115221.36,1,no,yes,70956.75,no
Jamieson,492,Germany,Male,51,8,117808.74,2,yes,yes,67311.12,no
Ndubueze,573,France,Male,40,7,147754.68,1,yes,yes,110454.46,no
Abramova,706,Spain,Female,53,3,0,3,no,no,88479.02,yes
Wetherspoon,680,France,Male,31,10,113292.17,1,yes,yes,122639.73,no
Middleton,458,Spain,Male,36,5,0,2,yes,no,79723.78,no
Arcuri,612,Germany,Male,44,2,115163.38,1,yes,yes,97677.52,yes
Calabrese,809,Germany,Male,50,10,118098.62,1,yes,yes,100720.02,yes
Hampton,590,France,Male,39,9,0,2,yes,yes,104730.52,no
Clayton,602,France,Male,35,8,0,1,yes,yes,22499.29,no
Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,yes,no,28257.89,no
Chukwuemeka,494,France,Male,25,6,0,2,no,yes,109988.09,no
Douglas,797,France,Male,29,1,0,1,no,yes,149991.32,no
Galloway,526,Germany,Male,61,6,133845.28,2,yes,yes,45180.8,no
Sochima,631,Spain,Male,38,7,0,2,yes,no,181605.85,no
Wilkins,576,France,Female,29,5,108541.04,1,yes,yes,126469.09,no
Rice,405,France,Male,39,10,0,1,yes,no,160810.85,yes
Pope,555,France,Male,30,1,0,2,no,no,88146.86,no
Romani,750,Spain,Female,37,2,113817.06,1,no,no,88333.74,no
Ch'ang,665,France,Male,28,8,137300.23,1,yes,no,90174.83,no
Chizuoke,640,Spain,Male,37,5,158024.38,1,yes,no,81298.09,no
Ireland,457,France,Female,33,7,127837.54,1,no,yes,60013.17,no
Finch,695,France,Male,36,4,161533,1,yes,no,100940.91,no
Meng,645,France,Male,31,7,161171.7,2,yes,no,12599.94,yes
Hibbins,647,Spain,Male,32,9,80958.36,1,yes,yes,128590.73,no
Chung,808,Spain,Male,25,7,0,2,no,yes,23180.37,no
Black,641,France,Male,33,2,146193.6,2,yes,yes,55796.83,yes
Balashov,700,Spain,Male,29,8,0,2,no,yes,152097.02,no
Palmer,660,Germany,Male,26,4,115021.76,1,no,yes,162443.05,no
Lea,615,Spain,Male,41,1,126773.43,1,yes,yes,55551.26,no
Singleton,705,Germany,Female,40,3,92889.91,1,yes,yes,109496.69,no
Burt,718,France,Male,48,9,0,2,yes,yes,72105.63,no
Siciliano,754,France,Male,61,5,146622.35,1,yes,yes,41815.22,yes
Sun,713,Germany,Male,45,4,131038.14,1,yes,no,74005.04,yes
Sauve,587,France,Female,46,6,88820.29,1,no,no,70224.34,no
Thompson,569,Spain,Male,31,1,115406.97,1,no,no,145528.22,no
Boni,568,France,Female,38,3,132951.92,1,no,yes,124486.28,no
Wood,634,Germany,Male,74,5,108891.7,1,yes,no,10078.02,no
Buccho,770,Germany,Female,46,5,141788.63,2,no,no,164967.21,no
Spencer,676,Spain,Female,64,4,116954.32,1,yes,yes,91149.48,no
Eidson,723,Germany,Female,47,10,90450,2,no,no,103379.31,yes
Hung,614,Germany,Female,39,8,125997.22,1,yes,yes,128049.34,yes
Melvin,601,Spain,Female,41,3,0,2,yes,no,54342.83,no
Dawkins,592,France,Male,60,9,0,4,yes,yes,13614.01,yes
Rizzo,605,Spain,Female,36,9,0,2,no,yes,35521.63,no
Capon,752,Spain,Female,31,4,144637.86,2,yes,no,40496.72,no
Ts'ao,677,France,Female,29,3,86616.35,1,no,no,91903.9,yes
Johnstone,850,France,Male,31,8,0,2,yes,no,178667.7,no
Fleming,608,Germany,Female,48,2,127924.25,2,yes,no,32202.61,no
Chang,786,Spain,Female,34,9,0,2,yes,no,117034.32,no
Gibbs,777,France,Female,29,9,131240.61,1,yes,yes,163746.09,yes
Rita,667,Spain,Male,31,5,0,2,yes,yes,20346.69,no
Munro,848,Spain,Male,35,5,120046.74,2,yes,no,84710.65,no
Duncan,486,France,Female,39,8,97819.36,1,no,yes,120531.31,no
Okwuadigbo,598,Spain,Female,64,1,62979.93,1,yes,yes,152273.57,no
McIntosh,506,France,Female,40,3,0,1,yes,yes,144345.58,no
Ch'iu,612,Germany,Male,46,9,161450.03,1,yes,yes,96961,yes
Watt,545,France,Male,30,3,0,2,yes,no,170307.43,no
Udinese,793,France,Male,56,8,119496.25,2,yes,no,29880.99,no
Clark,682,France,Female,30,9,0,2,yes,yes,195104.91,no
Hsia,517,France,Male,62,1,43772.66,3,yes,no,187756.24,yes
Obiuto,684,France,Male,32,9,100249.41,2,no,yes,67599.69,no
T'ien,692,Spain,Male,46,2,0,2,yes,yes,105983.09,no
McKenzie,740,France,Female,60,5,108028.08,2,no,no,25980.42,yes
Tang,666,Germany,Male,71,1,53013.29,2,yes,yes,112222.64,no
Tu,693,France,Male,68,2,0,2,yes,yes,59864.96,no
Tsui,757,Germany,Male,33,1,122088.67,1,yes,no,42581.09,no
Lynch,684,Germany,Male,18,9,90544,1,no,yes,4777.23,no
Hung,691,Spain,Male,35,6,0,2,no,yes,178038.17,no
Oluchukwu,842,France,Male,44,3,141252.18,4,no,yes,128521.16,yes
Tuan,482,France,Female,35,5,147813.05,2,no,no,109029.72,no
Lewis,735,France,Male,55,6,134140.68,1,yes,no,2267.88,no
Chidiebere,681,France,Female,63,7,0,2,yes,yes,55054.48,no
Woolacott,616,France,Female,31,8,0,1,no,yes,76456.17,no
Yen,850,France,Female,35,2,128548.49,4,yes,no,75478.95,yes
Service,635,France,Male,43,10,122198.21,2,no,yes,179144.54,no
Lin,638,Germany,Male,42,8,145177.84,1,yes,no,193471.74,yes
Chuang,820,Spain,Female,31,2,94222.53,1,yes,no,103570.8,no
Akhtar,694,Germany,Female,58,1,143212.22,1,no,no,102628.56,yes
Faulkner,713,France,Male,41,3,0,2,yes,no,55772.04,no
Liang,543,Germany,Male,41,6,143350.41,1,yes,yes,192070.16,yes
Dancy,649,France,Female,41,3,130931.83,1,yes,yes,144808.37,no
Duigan,777,France,Female,30,4,137851.31,1,yes,no,5008.23,yes
McLean,561,France,Male,33,6,0,2,no,no,173680.39,no
Zuyeva,724,Spain,Male,41,5,0,1,no,yes,115753.94,no
Hankinson,665,Spain,Female,51,8,0,1,yes,yes,38928.48,yes
Wei,441,France,Male,60,1,140614.15,1,no,yes,174381.23,no
Afamefula,579,Spain,Male,22,3,118680.57,1,yes,yes,49829.8,no
Chiang,777,Germany,Male,35,7,122917.69,1,yes,yes,76169.68,no
Myers,739,France,Female,36,0,0,2,no,no,133465.57,no
Chinedum,660,France,Male,40,5,131754.11,2,yes,yes,38761.61,no
Ukaegbunam,554,France,Female,35,8,0,2,yes,yes,176779.46,no
Akubundu,850,France,Female,24,6,0,2,yes,yes,13159.9,no
Sal,842,Germany,Female,35,9,119948.09,1,yes,no,48217.97,yes
Stevenson,785,France,Female,38,1,0,1,yes,no,134964.85,yes
Sutherland,550,France,Male,25,0,0,2,yes,yes,184221.11,no
Ts'ao,750,Spain,Female,39,6,0,2,no,no,19264.33,no
Sung,490,Spain,Female,38,3,97266.1,1,yes,yes,92797.23,no
Pisani,605,Germany,Male,28,10,113690.83,1,yes,no,33114.24,no
Hs?eh,563,Spain,Female,42,6,99056.22,2,yes,no,154347.95,yes
Sherrod,675,France,Male,34,8,0,2,yes,yes,184842.21,no
Holloway,621,Spain,Female,36,7,116338.68,1,yes,yes,155743.48,no
Newton,850,France,Male,40,6,97339.99,1,no,yes,88815.25,no
Kang,711,France,Male,41,3,0,2,yes,yes,193747.57,no
Walton,549,Germany,Female,55,1,137592.31,2,no,yes,116548.02,yes
Bradley,764,Germany,Male,34,6,108760.27,2,yes,no,166324.79,yes
Watkins,627,Germany,Male,30,3,128770.88,2,yes,yes,40199.01,no
Tien,850,France,Female,34,2,0,2,no,no,51919.04,no
Davide,614,Spain,Female,36,1,44054.84,1,yes,yes,73329.08,no
Milne,685,Germany,Female,44,2,119657.53,1,yes,no,145387.05,yes
Barling,683,Germany,Female,49,7,108797.63,2,no,no,140763.18,no
Barnett,643,Spain,Male,35,2,0,2,no,no,67979.35,no
Ellis,561,Germany,Female,49,1,102025.32,1,yes,no,133051.64,yes
Hsia,601,Spain,Female,20,9,122446.61,2,yes,no,86791.9,no
Chukwujamuike,766,France,Female,27,7,158786.67,2,no,yes,47579.25,no
Venables,699,France,Male,29,3,125689.29,1,yes,yes,151623.71,no
Hsia,850,Germany,Male,29,1,154640.41,1,yes,yes,164039.51,no
Alexander,792,Germany,Female,50,4,146710.76,1,yes,no,16528.4,yes
Yuan,636,Germany,Male,67,7,136709.35,1,no,yes,66753.1,yes
Johnston,850,Germany,Male,43,5,129305.09,2,no,yes,19244.58,no
Hobler,628,Spain,Male,40,10,0,2,yes,no,103832.58,no
Jamieson,736,France,Female,63,10,0,2,no,yes,502.7,no
Macleod,711,France,Female,21,0,82844.33,2,no,yes,1408.68,no
Norris,583,Spain,Female,22,2,0,2,no,yes,5985.36,no
Pirozzi,757,France,Male,46,0,0,2,yes,no,37460.05,no
Folliero,749,Germany,Female,33,10,76692.22,1,no,yes,30396.43,no
Russell,705,France,Male,34,7,117715.84,1,yes,no,2498.67,no
Hsiung,585,France,Male,54,8,87105.32,1,yes,yes,55346.14,no
Tate,437,France,Female,43,6,0,1,yes,no,148330.97,yes
Davis,741,France,Female,64,2,69311.16,1,yes,yes,59237.72,no
Bair,738,France,Male,26,9,0,2,yes,yes,48644.94,no
Drury,586,Spain,Female,33,10,66948.67,2,yes,yes,140759.03,no
Padovano,627,France,Female,57,9,0,2,yes,yes,107712.42,no
Conway,551,Spain,Male,76,2,128410.71,2,yes,yes,181718.73,no
Waters,606,Germany,Male,38,3,99897.53,1,no,no,37054.65,no
Kang,674,France,Male,22,3,0,1,yes,yes,173940.59,no
Martin,584,Germany,Female,31,6,152622.34,1,yes,no,99298.8,no
Ugochukwutubelum,590,France,Male,40,8,0,2,yes,no,62933.03,no
Burns,585,France,Male,56,4,138227.19,2,yes,yes,55287.84,no
Genovese,508,France,Female,25,2,111395.53,1,no,yes,48197.06,no
Beale,458,Germany,Male,44,7,84386.57,1,yes,no,178642.73,no
Cherkasova,692,France,Female,36,3,0,2,yes,yes,8282.22,no
Coles,502,Germany,Male,33,5,174673.65,2,yes,no,33300.56,no
Potter,518,France,Male,46,3,0,2,yes,no,76515.79,no
McMinn,660,Germany,Male,46,5,109019.65,2,yes,yes,33680.56,no
Bergamaschi,698,Germany,Female,52,1,107906.75,1,yes,no,168886.39,yes
Chijindum,678,France,Male,54,7,128914.97,1,no,no,191746.23,yes
Ch'iu,773,Spain,Male,63,9,111179.83,1,yes,yes,93091.02,no
Yusupova,619,Germany,Female,52,8,124099.13,1,no,no,23904.52,no
Davis,684,Germany,Male,59,9,122471.09,1,no,yes,15807.07,no
Iadanza,635,France,Male,34,3,134692.4,2,yes,yes,83773.02,no
Jordan,680,France,Female,25,4,123816.5,1,yes,yes,90162.35,no
Kruglova,608,Germany,Male,34,3,106288.54,1,yes,yes,36639.25,no
Echezonachukwu,603,Germany,Female,55,7,127723.25,2,yes,no,139469.11,yes
Hajek,579,Spain,Male,43,2,145843.82,1,yes,yes,198402.37,yes
Welch,756,Germany,Female,34,2,148200.72,1,no,no,194584.48,no
Vinogradoff,611,France,Male,30,2,104145.65,1,no,no,159629.64,no
Hung,532,Germany,Male,24,8,142755.25,1,no,no,34231.48,no
Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,yes,no,69643.31,yes
Mays,647,Germany,Female,33,3,168560.46,2,no,no,90270.16,no
Gardner,583,France,Male,38,8,0,1,yes,no,47848.56,no
Mamelu,774,Germany,Male,42,2,132193.94,2,yes,yes,162865.52,no
Ross,677,France,Male,58,9,0,1,no,yes,168650.4,no
Barese,542,Germany,Male,25,8,139330.1,1,no,no,54372.37,no
Swayne,613,Spain,Male,29,0,0,2,no,yes,133897.32,no
Phillips,666,France,Male,40,5,0,2,yes,no,147878.05,no
Manfrin,777,France,Female,28,2,134571.5,1,no,yes,118313.38,no
Tan,581,Germany,Male,50,2,143829.2,2,yes,no,181224.24,yes
Adams,705,France,Male,32,7,0,2,yes,no,7921.57,no
Teng,673,France,Female,44,8,133444.97,1,no,yes,5708.19,no
Chinwendu,594,Germany,Female,23,4,104753.84,2,yes,no,56756.52,yes
Davison,648,Germany,Female,51,2,116574.84,1,yes,no,4121.04,yes
Hsing,605,France,Male,41,10,0,2,no,yes,97213.09,no
Castro,734,France,Female,40,9,176914.8,1,yes,yes,12799.23,no
